country,variable,percentile,year,value,source_alpha2
BT,sptincj992,p90p100,2018,0.4214,BT
BT,sptincj992,p90p100,2019,0.4214,BT
BT,sptincj992,p90p100,2020,0.4214,BT
BT,sptincj992,p90p100,2021,0.4214,BT
BT,sptincj992,p90p100,2022,0.4214,BT
BT,sptincj992,p90p100,2023,0.4214,BT
BT,sptincj992,p90p100,2024,0.4214,BT
BT,sptincj992,p99p100,1980,0.1808,BT
BT,sptincj992,p99p100,1981,0.1808,BT
BT,sptincj992,p99p100,1982,0.1808,BT
BT,sptincj992,p99p100,1983,0.1808,BT
BT,sptincj992,p99p100,1984,0.1808,BT
BT,sptincj992,p99p100,1985,0.1808,BT
BT,sptincj992,p99p100,1986,0.1808,BT
BT,sptincj992,p99p100,1987,0.1808,BT
BT,sptincj992,p99p100,1988,0.1808,BT
BT,sptincj992,p99p100,1989,0.1808,BT
BT,sptincj992,p99p100,1990,0.1808,BT
BT,sptincj992,p99p100,1991,0.1808,BT
BT,sptincj992,p99p100,1992,0.1808,BT
BT,sptincj992,p99p100,1993,0.1808,BT
BT,sptincj992,p99p100,1994,0.1808,BT
BT,sptincj992,p99p100,1995,0.1808,BT
BT,sptincj992,p99p100,1996,0.1808,BT
BT,sptincj992,p99p100,1997,0.1808,BT
BT,sptincj992,p99p100,1998,0.1808,BT
BT,sptincj992,p99p100,1999,0.1808,BT
BT,sptincj992,p99p100,2000,0.1808,BT
BT,sptincj992,p99p100,2001,0.1808,BT
BT,sptincj992,p99p100,2002,0.1808,BT
BT,sptincj992,p99p100,2003,0.1808,BT
BT,sptincj992,p99p100,2004,0.1721,BT
BT,sptincj992,p99p100,2005,0.165,BT
BT,sptincj992,p99p100,2006,0.1597,BT
BT,sptincj992,p99p100,2007,0.1559,BT
BT,sptincj992,p99p100,2008,0.1576,BT
BT,sptincj992,p99p100,2009,0.1622,BT
BT,sptincj992,p99p100,2010,0.17,BT
BT,sptincj992,p99p100,2011,0.1719,BT
BT,sptincj992,p99p100,2012,0.1751,BT
BT,sptincj992,p99p100,2013,0.1678,BT
BT,sptincj992,p99p100,2014,0.1601,BT
BT,sptincj992,p99p100,2015,0.1516,BT
BT,sptincj992,p99p100,2016,0.1454,BT
BT,sptincj992,p99p100,2017,0.14,BT
BT,sptincj992,p99p100,2018,0.14,BT
BT,sptincj992,p99p100,2019,0.14,BT
BT,sptincj992,p99p100,2020,0.14,BT
BT,sptincj992,p99p100,2021,0.14,BT
BT,sptincj992,p99p100,2022,0.14,BT
BT,sptincj992,p99p100,2023,0.14,BT
BT,sptincj992,p99p100,2024,0.14,BT
BW,gptincj992,p0p100,1980,0.7091000000000001,BW
BW,gptincj992,p0p100,1981,0.7091000000000001,BW
BW,gptincj992,p0p100,1982,0.7091000000000001,BW
BW,gptincj992,p0p100,1983,0.7091000000000001,BW
BW,gptincj992,p0p100,1984,0.7091000000000001,BW
BW,gptincj992,p0p100,1985,0.7091000000000001,BW
BW,gptincj992,p0p100,1986,0.7165,BW
BW,gptincj992,p0p100,1987,0.7239,BW
BW,gptincj992,p0p100,1988,0.7313000000000001,BW
BW,gptincj992,p0p100,1989,0.7387,BW
BW,gptincj992,p0p100,1990,0.7461,BW
BW,gptincj992,p0p100,1991,0.7535000000000001,BW
BW,gptincj992,p0p100,1992,0.7609,BW
BW,gptincj992,p0p100,1993,0.7683,BW
BW,gptincj992,p0p100,1994,0.7672,BW
BW,gptincj992,p0p100,1995,0.7661,BW
BW,gptincj992,p0p100,1996,0.7651,BW
BW,gptincj992,p0p100,1997,0.764,BW
BW,gptincj992,p0p100,1998,0.763,BW
BW,gptincj992,p0p100,1999,0.7619,BW
BW,gptincj992,p0p100,2000,0.7609,BW
BW,gptincj992,p0p100,2001,0.7598,BW
BW,gptincj992,p0p100,2002,0.7588,BW
BW,gptincj992,p0p100,2003,0.7552,BW
BW,gptincj992,p0p100,2004,0.7517,BW
BW,gptincj992,p0p100,2005,0.7481,BW
BW,gptincj992,p0p100,2006,0.7445,BW
BW,gptincj992,p0p100,2007,0.741,BW
BW,gptincj992,p0p100,2008,0.7374,BW
BW,gptincj992,p0p100,2009,0.7338,BW
BW,gptincj992,p0p100,2010,0.7301000000000001,BW
BW,gptincj992,p0p100,2011,0.7264,BW
BW,gptincj992,p0p100,2012,0.7226,BW
BW,gptincj992,p0p100,2013,0.7189,BW
BW,gptincj992,p0p100,2014,0.7152000000000001,BW
BW,gptincj992,p0p100,2015,0.7114,BW
BW,gptincj992,p0p100,2016,0.7114,BW
BW,gptincj992,p0p100,2017,0.7114,BW
BW,gptincj992,p0p100,2018,0.7114,BW
BW,gptincj992,p0p100,2019,0.7114,BW
BW,gptincj992,p0p100,2020,0.7114,BW
BW,gptincj992,p0p100,2021,0.7114,BW
BW,gptincj992,p0p100,2022,0.7114,BW
BW,gptincj992,p0p100,2023,0.7114,BW
BW,gptincj992,p0p100,2024,0.7114,BW
BW,sptincj992,p0p50,1980,0.0794,BW
BW,sptincj992,p0p50,1981,0.0794,BW
BW,sptincj992,p0p50,1982,0.0794,BW
BW,sptincj992,p0p50,1983,0.0794,BW
BW,sptincj992,p0p50,1984,0.0794,BW
BW,sptincj992,p0p50,1985,0.0794,BW
BW,sptincj992,p0p50,1986,0.0773,BW
BW,sptincj992,p0p50,1987,0.0752,BW
BW,sptincj992,p0p50,1988,0.0731,BW
BW,sptincj992,p0p50,1989,0.071,BW
BW,sptincj992,p0p50,1990,0.0689,BW
BW,sptincj992,p0p50,1991,0.0668,BW
BW,sptincj992,p0p50,1992,0.0647,BW
BW,sptincj992,p0p50,1993,0.0627,BW
BW,sptincj992,p0p50,1994,0.0621,BW
BW,sptincj992,p0p50,1995,0.0616,BW
BW,sptincj992,p0p50,1996,0.0611,BW
BW,sptincj992,p0p50,1997,0.0605,BW
BW,sptincj992,p0p50,1998,0.06,BW
BW,sptincj992,p0p50,1999,0.0595,BW
BW,sptincj992,p0p50,2000,0.059,BW
BW,sptincj992,p0p50,2001,0.0584,BW
BW,sptincj992,p0p50,2002,0.0579,BW
BW,sptincj992,p0p50,2003,0.06,BW
BW,sptincj992,p0p50,2004,0.062,BW
BW,sptincj992,p0p50,2005,0.0641,BW
BW,sptincj992,p0p50,2006,0.0662,BW
BW,sptincj992,p0p50,2007,0.0682,BW
BW,sptincj992,p0p50,2008,0.0703,BW
BW,sptincj992,p0p50,2009,0.0724,BW
BW,sptincj992,p0p50,2010,0.073,BW
BW,sptincj992,p0p50,2011,0.0736,BW
BW,sptincj992,p0p50,2012,0.0743,BW
BW,sptincj992,p0p50,2013,0.0749,BW
BW,sptincj992,p0p50,2014,0.0755,BW
BW,sptincj992,p0p50,2015,0.0762,BW
BW,sptincj992,p0p50,2016,0.0762,BW
BW,sptincj992,p0p50,2017,0.0762,BW
BW,sptincj992,p0p50,2018,0.0762,BW
BW,sptincj992,p0p50,2019,0.0762,BW
BW,sptincj992,p0p50,2020,0.0762,BW
BW,sptincj992,p0p50,2021,0.0762,BW
BW,sptincj992,p0p50,2022,0.0762,BW
BW,sptincj992,p0p50,2023,0.0762,BW
BW,sptincj992,p0p50,2024,0.0762,BW
BW,sptincj992,p90p100,1980,0.6098,BW
BW,sptincj992,p90p100,1981,0.6098,BW
BW,sptincj992,p90p100,1982,0.6098,BW
BW,sptincj992,p90p100,1983,0.6098,BW
BW,sptincj992,p90p100,1984,0.6098,BW
BW,sptincj992,p90p100,1985,0.6098,BW
BW,sptincj992,p90p100,1986,0.62,BW
BW,sptincj992,p90p100,1987,0.6302,BW
BW,sptincj992,p90p100,1988,0.6403,BW
BW,sptincj992,p90p100,1989,0.6505000000000001,BW
BW,sptincj992,p90p100,1990,0.6607000000000001,BW
BW,sptincj992,p90p100,1991,0.6708000000000001,BW
BW,sptincj992,p90p100,1992,0.681,BW
BW,sptincj992,p90p100,1993,0.6911,BW
BW,sptincj992,p90p100,1994,0.6887,BW
BW,sptincj992,p90p100,1995,0.6862,BW
BW,sptincj992,p90p100,1996,0.6837000000000001,BW
BW,sptincj992,p90p100,1997,0.6813,BW
BW,sptincj992,p90p100,1998,0.6788000000000001,BW
BW,sptincj992,p90p100,1999,0.6763,BW
BW,sptincj992,p90p100,2000,0.6739,BW
BW,sptincj992,p90p100,2001,0.6714,BW
BW,sptincj992,p90p100,2002,0.669,BW
BW,sptincj992,p90p100,2003,0.6657000000000001,BW
BW,sptincj992,p90p100,2004,0.6625,BW
BW,sptincj992,p90p100,2005,0.6593,BW
BW,sptincj992,p90p100,2006,0.656,BW
BW,sptincj992,p90p100,2007,0.6528,BW
BW,sptincj992,p90p100,2008,0.6496000000000001,BW
BW,sptincj992,p90p100,2009,0.6463,BW
BW,sptincj992,p90p100,2010,0.6396000000000001,BW
BW,sptincj992,p90p100,2011,0.6329,BW
BW,sptincj992,p90p100,2012,0.6262,BW
BW,sptincj992,p90p100,2013,0.6195,BW
BW,sptincj992,p90p100,2014,0.6128,BW
BW,sptincj992,p90p100,2015,0.6061000000000001,BW
BW,sptincj992,p90p100,2016,0.6061000000000001,BW
BW,sptincj992,p90p100,2017,0.6061000000000001,BW
BW,sptincj992,p90p100,2018,0.6061000000000001,BW
BW,sptincj992,p90p100,2019,0.6061000000000001,BW
BW,sptincj992,p90p100,2020,0.6061000000000001,BW
BW,sptincj992,p90p100,2021,0.6061000000000001,BW
BW,sptincj992,p90p100,2022,0.6061000000000001,BW
BW,sptincj992,p90p100,2023,0.6061000000000001,BW
BW,sptincj992,p90p100,2024,0.6061000000000001,BW
BW,sptincj992,p99p100,1980,0.2436,BW
BW,sptincj992,p99p100,1981,0.2436,BW
BW,sptincj992,p99p100,1982,0.2436,BW
BW,sptincj992,p99p100,1983,0.2436,BW
BW,sptincj992,p99p100,1984,0.2436,BW
BW,sptincj992,p99p100,1985,0.2436,BW
BW,sptincj992,p99p100,1986,0.2603,BW
BW,sptincj992,p99p100,1987,0.277,BW
BW,sptincj992,p99p100,1988,0.2936,BW
BW,sptincj992,p99p100,1989,0.3103,BW
BW,sptincj992,p99p100,1990,0.327,BW
BW,sptincj992,p99p100,1991,0.3437,BW
BW,sptincj992,p99p100,1992,0.3603,BW
BW,sptincj992,p99p100,1993,0.377,BW
BW,sptincj992,p99p100,1994,0.3636,BW
BW,sptincj992,p99p100,1995,0.3502,BW
BW,sptincj992,p99p100,1996,0.3368,BW
BW,sptincj992,p99p100,1997,0.3234,BW
BW,sptincj992,p99p100,1998,0.31,BW
BW,sptincj992,p99p100,1999,0.2966,BW
BW,sptincj992,p99p100,2000,0.2832,BW
BW,sptincj992,p99p100,2001,0.2698,BW
BW,sptincj992,p99p100,2002,0.2564,BW
BW,sptincj992,p99p100,2003,0.2589,BW
BW,sptincj992,p99p100,2004,0.2615,BW
BW,sptincj992,p99p100,2005,0.2641,BW
BW,sptincj992,p99p100,2006,0.2667,BW
BW,sptincj992,p99p100,2007,0.2693,BW
BW,sptincj992,p99p100,2008,0.2719,BW
BW,sptincj992,p99p100,2009,0.2744,BW
BW,sptincj992,p99p100,2010,0.2675,BW
BW,sptincj992,p99p100,2011,0.2606,BW
BW,sptincj992,p99p100,2012,0.2537,BW
BW,sptincj992,p99p100,2013,0.2467,BW
BW,sptincj992,p99p100,2014,0.2398,BW
BW,sptincj992,p99p100,2015,0.2328,BW
BW,sptincj992,p99p100,2016,0.2328,BW
BW,sptincj992,p99p100,2017,0.2328,BW
BW,sptincj992,p99p100,2018,0.2328,BW
BW,sptincj992,p99p100,2019,0.2328,BW
BW,sptincj992,p99p100,2020,0.2328,BW
BW,sptincj992,p99p100,2021,0.2328,BW
BW,sptincj992,p99p100,2022,0.2328,BW
BW,sptincj992,p99p100,2023,0.2328,BW
BW,sptincj992,p99p100,2024,0.2328,BW
BY,gptincj992,p0p100,1980,0.3359,BY
BY,gptincj992,p0p100,1981,0.3363,BY
BY,gptincj992,p0p100,1982,0.3367,BY
BY,gptincj992,p0p100,1983,0.3371,BY
BY,gptincj992,p0p100,1984,0.3375,BY
BY,gptincj992,p0p100,1985,0.3379,BY
BY,gptincj992,p0p100,1986,0.3381,BY
BY,gptincj992,p0p100,1987,0.3382,BY
BY,gptincj992,p0p100,1988,0.3384,BY
BY,gptincj992,p0p100,1989,0.3404,BY
BY,gptincj992,p0p100,1990,0.3258,BY
BY,gptincj992,p0p100,1991,0.3453,BY
BY,gptincj992,p0p100,1992,0.3655,BY
BY,gptincj992,p0p100,1993,0.3886,BY
BY,gptincj992,p0p100,1994,0.4393,BY
BY,gptincj992,p0p100,1995,0.4579,BY
BY,gptincj992,p0p100,1996,0.4682,BY
BY,gptincj992,p0p100,1997,0.4916,BY
BY,gptincj992,p0p100,1998,0.4932,BY
BY,gptincj992,p0p100,1999,0.4896,BY
BY,gptincj992,p0p100,2000,0.4858,BY
BY,gptincj992,p0p100,2001,0.4722,BY
BY,gptincj992,p0p100,2002,0.4703,BY
BY,gptincj992,p0p100,2003,0.4573,BY
BY,gptincj992,p0p100,2004,0.4444,BY
BY,gptincj992,p0p100,2005,0.4475,BY
BY,gptincj992,p0p100,2006,0.4476,BY
BY,gptincj992,p0p100,2007,0.472,BY
BY,gptincj992,p0p100,2008,0.4649,BY
BY,gptincj992,p0p100,2009,0.4563,BY
BY,gptincj992,p0p100,2010,0.4538,BY
BY,gptincj992,p0p100,2011,0.4798,BY
BY,gptincj992,p0p100,2012,0.4588,BY
BY,gptincj992,p0p100,2013,0.4268,BY
BY,gptincj992,p0p100,2014,0.4384,BY
BY,gptincj992,p0p100,2015,0.4228,BY
BY,gptincj992,p0p100,2016,0.4254,BY
BY,gptincj992,p0p100,2017,0.4326,BY
BY,gptincj992,p0p100,2018,0.4289,BY
BY,gptincj992,p0p100,2019,0.4281,BY
BY,gptincj992,p0p100,2020,0.4281,BY
BY,gptincj992,p0p100,2021,0.4281,BY
BY,gptincj992,p0p100,2022,0.4281,BY
BY,gptincj992,p0p100,2023,0.4281,BY
BY,gptincj992,p0p100,2024,0.4281,BY
BY,sptincj992,p0p50,1980,0.2773,BY
BY,sptincj992,p0p50,1981,0.2771,BY
BY,sptincj992,p0p50,1982,0.2769,BY
BY,sptincj992,p0p50,1983,0.2767,BY
BY,sptincj992,p0p50,1984,0.2765,BY
BY,sptincj992,p0p50,1985,0.2762,BY
BY,sptincj992,p0p50,1986,0.2761,BY
BY,sptincj992,p0p50,1987,0.276,BY
BY,sptincj992,p0p50,1988,0.2758,BY
BY,sptincj992,p0p50,1989,0.2738,BY
BY,sptincj992,p0p50,1990,0.2837,BY
BY,sptincj992,p0p50,1991,0.2737,BY
BY,sptincj992,p0p50,1992,0.2634,BY
BY,sptincj992,p0p50,1993,0.2516,BY
BY,sptincj992,p0p50,1994,0.2194,BY
BY,sptincj992,p0p50,1995,0.2065,BY
BY,sptincj992,p0p50,1996,0.2004,BY
BY,sptincj992,p0p50,1997,0.1865,BY
BY,sptincj992,p0p50,1998,0.1856,BY
BY,sptincj992,p0p50,1999,0.1848,BY
BY,sptincj992,p0p50,2000,0.1889,BY
BY,sptincj992,p0p50,2001,0.1986,BY
BY,sptincj992,p0p50,2002,0.2001,BY
BY,sptincj992,p0p50,2003,0.2057,BY
BY,sptincj992,p0p50,2004,0.2134,BY
BY,sptincj992,p0p50,2005,0.2114,BY
BY,sptincj992,p0p50,2006,0.2114,BY
BY,sptincj992,p0p50,2007,0.1991,BY
BY,sptincj992,p0p50,2008,0.2017,BY
BY,sptincj992,p0p50,2009,0.209,BY
BY,sptincj992,p0p50,2010,0.208,BY
BY,sptincj992,p0p50,2011,0.1927,BY
BY,sptincj992,p0p50,2012,0.2069,BY
BY,sptincj992,p0p50,2013,0.2275,BY
BY,sptincj992,p0p50,2014,0.221,BY
BY,sptincj992,p0p50,2015,0.2278,BY
BY,sptincj992,p0p50,2016,0.2277,BY
BY,sptincj992,p0p50,2017,0.2229,BY
BY,sptincj992,p0p50,2018,0.2265,BY
BY,sptincj992,p0p50,2019,0.2258,BY
BY,sptincj992,p0p50,2020,0.2258,BY
BY,sptincj992,p0p50,2021,0.2258,BY
BY,sptincj992,p0p50,2022,0.2258,BY
BY,sptincj992,p0p50,2023,0.2258,BY
BY,sptincj992,p0p50,2024,0.2258,BY
BY,sptincj992,p90p100,1980,0.2472,BY
BY,sptincj992,p90p100,1981,0.2472,BY
BY,sptincj992,p90p100,1982,0.2471,BY
BY,sptincj992,p90p100,1983,0.2471,BY
BY,sptincj992,p90p100,1984,0.2471,BY
BY,sptincj992,p90p100,1985,0.2471,BY
BY,sptincj992,p90p100,1986,0.2468,BY
BY,sptincj992,p90p100,1987,0.2466,BY
BY,sptincj992,p90p100,1988,0.2464,BY
BY,sptincj992,p90p100,1989,0.2457,BY
BY,sptincj992,p90p100,1990,0.2395,BY
BY,sptincj992,p90p100,1991,0.2588,BY
BY,sptincj992,p90p100,1992,0.2785,BY
BY,sptincj992,p90p100,1993,0.2992,BY
BY,sptincj992,p90p100,1994,0.3355,BY
BY,sptincj992,p90p100,1995,0.3462,BY
BY,sptincj992,p90p100,1996,0.3559,BY
BY,sptincj992,p90p100,1997,0.3756,BY
BY,sptincj992,p90p100,1998,0.3781,BY
BY,sptincj992,p90p100,1999,0.369,BY
BY,sptincj992,p90p100,2000,0.3693,BY
BY,sptincj992,p90p100,2001,0.3613,BY
BY,sptincj992,p90p100,2002,0.3613,BY
BY,sptincj992,p90p100,2003,0.3458,BY
BY,sptincj992,p90p100,2004,0.3351,BY
BY,sptincj992,p90p100,2005,0.3368,BY
BY,sptincj992,p90p100,2006,0.3385,BY
BY,sptincj992,p90p100,2007,0.3614,BY
BY,sptincj992,p90p100,2008,0.3541,BY
BY,sptincj992,p90p100,2009,0.3504,BY
BY,sptincj992,p90p100,2010,0.3447,BY
BY,sptincj992,p90p100,2011,0.3648,BY
BY,sptincj992,p90p100,2012,0.3506,BY
BY,sptincj992,p90p100,2013,0.3286,BY
BY,sptincj992,p90p100,2014,0.3389,BY
BY,sptincj992,p90p100,2015,0.3211,BY
BY,sptincj992,p90p100,2016,0.3256,BY
BY,sptincj992,p90p100,2017,0.3299,BY
BY,sptincj992,p90p100,2018,0.3293,BY
BY,sptincj992,p90p100,2019,0.3277,BY
BY,sptincj992,p90p100,2020,0.3277,BY
BY,sptincj992,p90p100,2021,0.3277,BY
BY,sptincj992,p90p100,2022,0.3277,BY
BY,sptincj992,p90p100,2023,0.3277,BY
BY,sptincj992,p90p100,2024,0.3277,BY
BY,sptincj992,p99p100,1980,0.0406,BY
BY,sptincj992,p99p100,1981,0.0422,BY
BY,sptincj992,p99p100,1982,0.0438,BY
BY,sptincj992,p99p100,1983,0.0454,BY
BY,sptincj992,p99p100,1984,0.0469,BY
BY,sptincj992,p99p100,1985,0.0484,BY
BY,sptincj992,p99p100,1986,0.05,BY
BY,sptincj992,p99p100,1987,0.0515,BY
BY,sptincj992,p99p100,1988,0.053,BY
BY,sptincj992,p99p100,1989,0.0559,BY
BY,sptincj992,p99p100,1990,0.0745,BY
BY,sptincj992,p99p100,1991,0.0784,BY
BY,sptincj992,p99p100,1992,0.0824,BY
BY,sptincj992,p99p100,1993,0.0866,BY
BY,sptincj992,p99p100,1994,0.1143,BY
BY,sptincj992,p99p100,1995,0.124,BY
BY,sptincj992,p99p100,1996,0.1242,BY
BY,sptincj992,p99p100,1997,0.133,BY
BY,sptincj992,p99p100,1998,0.1295,BY
BY,sptincj992,p99p100,1999,0.1193,BY
BY,sptincj992,p99p100,2000,0.1225,BY
BY,sptincj992,p99p100,2001,0.1193,BY
BY,sptincj992,p99p100,2002,0.1205,BY
BY,sptincj992,p99p100,2003,0.1064,BY
BY,sptincj992,p99p100,2004,0.1,BY
BY,sptincj992,p99p100,2005,0.1005,BY
BY,sptincj992,p99p100,2006,0.1025,BY
BY,sptincj992,p99p100,2007,0.1203,BY
BY,sptincj992,p99p100,2008,0.1176,BY
BY,sptincj992,p99p100,2009,0.1138,BY
BY,sptincj992,p99p100,2010,0.1,BY
BY,sptincj992,p99p100,2011,0.1247,BY
BY,sptincj992,p99p100,2012,0.1169,BY
BY,sptincj992,p99p100,2013,0.1038,BY
BY,sptincj992,p99p100,2014,0.1065,BY
BY,sptincj992,p99p100,2015,0.0903,BY
BY,sptincj992,p99p100,2016,0.0954,BY
BY,sptincj992,p99p100,2017,0.1013,BY
BY,sptincj992,p99p100,2018,0.0995,BY
BY,sptincj992,p99p100,2019,0.0961,BY
BY,sptincj992,p99p100,2020,0.0961,BY
BY,sptincj992,p99p100,2021,0.0961,BY
BY,sptincj992,p99p100,2022,0.0961,BY
BY,sptincj992,p99p100,2023,0.0961,BY
BY,sptincj992,p99p100,2024,0.0961,BY
BZ,gptincj992,p0p100,1980,0.682,BZ
BZ,gptincj992,p0p100,1981,0.682,BZ
BZ,gptincj992,p0p100,1982,0.682,BZ
BZ,gptincj992,p0p100,1983,0.682,BZ
BZ,gptincj992,p0p100,1984,0.682,BZ
BZ,gptincj992,p0p100,1985,0.682,BZ
BZ,gptincj992,p0p100,1986,0.682,BZ
BZ,gptincj992,p0p100,1987,0.682,BZ
BZ,gptincj992,p0p100,1988,0.682,BZ
BZ,gptincj992,p0p100,1989,0.682,BZ
BZ,gptincj992,p0p100,1990,0.682,BZ
BZ,gptincj992,p0p100,1991,0.682,BZ
BZ,gptincj992,p0p100,1992,0.682,BZ
BZ,gptincj992,p0p100,1993,0.682,BZ
BZ,gptincj992,p0p100,1994,0.682,BZ
BZ,gptincj992,p0p100,1995,0.682,BZ
BZ,gptincj992,p0p100,1996,0.682,BZ
BZ,gptincj992,p0p100,1997,0.682,BZ
BZ,gptincj992,p0p100,1998,0.682,BZ
BZ,gptincj992,p0p100,1999,0.682,BZ
BZ,gptincj992,p0p100,2000,0.682,BZ
BZ,gptincj992,p0p100,2001,0.6903,BZ
BZ,gptincj992,p0p100,2002,0.6885,BZ
BZ,gptincj992,p0p100,2003,0.6848000000000001,BZ
BZ,gptincj992,p0p100,2004,0.6817000000000001,BZ
BZ,gptincj992,p0p100,2005,0.6794,BZ
BZ,gptincj992,p0p100,2006,0.6749,BZ
BZ,gptincj992,p0p100,2007,0.6812,BZ
BZ,gptincj992,p0p100,2008,0.6744,BZ
BZ,gptincj992,p0p100,2009,0.6684,BZ
BZ,gptincj992,p0p100,2010,0.6678000000000001,BZ
BZ,gptincj992,p0p100,2011,0.6616000000000001,BZ
BZ,gptincj992,p0p100,2012,0.656,BZ
BZ,gptincj992,p0p100,2013,0.6594,BZ
BZ,gptincj992,p0p100,2014,0.6552,BZ
BZ,gptincj992,p0p100,2015,0.6514,BZ
BZ,gptincj992,p0p100,2016,0.6525000000000001,BZ
BZ,gptincj992,p0p100,2017,0.653,BZ
BZ,gptincj992,p0p100,2018,0.655,BZ
BZ,gptincj992,p0p100,2019,0.6523,BZ
BZ,gptincj992,p0p100,2020,0.6739,BZ
BZ,gptincj992,p0p100,2021,0.6609,BZ
BZ,gptincj992,p0p100,2022,0.6502,BZ
BZ,gptincj992,p0p100,2023,0.6505000000000001,BZ
BZ,gptincj992,p0p100,2024,0.6505000000000001,BZ
BZ,sptincj992,p0p50,1980,0.0839,BZ
BZ,sptincj992,p0p50,1981,0.0839,BZ
BZ,sptincj992,p0p50,1982,0.0839,BZ
BZ,sptincj992,p0p50,1983,0.0839,BZ
BZ,sptincj992,p0p50,1984,0.0839,BZ
BZ,sptincj992,p0p50,1985,0.0839,BZ
BZ,sptincj992,p0p50,1986,0.0839,BZ
BZ,sptincj992,p0p50,1987,0.0839,BZ
BZ,sptincj992,p0p50,1988,0.0839,BZ
BZ,sptincj992,p0p50,1989,0.0839,BZ
BZ,sptincj992,p0p50,1990,0.0839,BZ
BZ,sptincj992,p0p50,1991,0.0839,BZ
BZ,sptincj992,p0p50,1992,0.0839,BZ
BZ,sptincj992,p0p50,1993,0.0839,BZ
BZ,sptincj992,p0p50,1994,0.0839,BZ
BZ,sptincj992,p0p50,1995,0.0839,BZ
BZ,sptincj992,p0p50,1996,0.0839,BZ
BZ,sptincj992,p0p50,1997,0.0839,BZ
BZ,sptincj992,p0p50,1998,0.0839,BZ
BZ,sptincj992,p0p50,1999,0.0839,BZ
BZ,sptincj992,p0p50,2000,0.0839,BZ
BZ,sptincj992,p0p50,2001,0.0802,BZ
BZ,sptincj992,p0p50,2002,0.081,BZ
BZ,sptincj992,p0p50,2003,0.0848,BZ
BZ,sptincj992,p0p50,2004,0.0872,BZ
BZ,sptincj992,p0p50,2005,0.087,BZ
BZ,sptincj992,p0p50,2006,0.0904,BZ
BZ,sptincj992,p0p50,2007,0.0892,BZ
BZ,sptincj992,p0p50,2008,0.0916,BZ
BZ,sptincj992,p0p50,2009,0.0933,BZ
BZ,sptincj992,p0p50,2010,0.0947,BZ
BZ,sptincj992,p0p50,2011,0.0978,BZ
BZ,sptincj992,p0p50,2012,0.1003,BZ
BZ,sptincj992,p0p50,2013,0.1009,BZ
BZ,sptincj992,p0p50,2014,0.1025,BZ
BZ,sptincj992,p0p50,2015,0.1031,BZ
BZ,sptincj992,p0p50,2016,0.1028,BZ
BZ,sptincj992,p0p50,2017,0.102,BZ
BZ,sptincj992,p0p50,2018,0.1011,BZ
BZ,sptincj992,p0p50,2019,0.1015,BZ
BZ,sptincj992,p0p50,2020,0.0869,BZ
BZ,sptincj992,p0p50,2021,0.0949,BZ
BZ,sptincj992,p0p50,2022,0.1014,BZ
BZ,sptincj992,p0p50,2023,0.1011,BZ
BZ,sptincj992,p0p50,2024,0.1011,BZ
BZ,sptincj992,p90p100,1980,0.5541,BZ
BZ,sptincj992,p90p100,1981,0.5541,BZ
BZ,sptincj992,p90p100,1982,0.5541,BZ
BZ,sptincj992,p90p100,1983,0.5541,BZ
BZ,sptincj992,p90p100,1984,0.5541,BZ
BZ,sptincj992,p90p100,1985,0.5541,BZ
BZ,sptincj992,p90p100,1986,0.5541,BZ
BZ,sptincj992,p90p100,1987,0.5541,BZ
BZ,sptincj992,p90p100,1988,0.5541,BZ
BZ,sptincj992,p90p100,1989,0.5541,BZ
BZ,sptincj992,p90p100,1990,0.5541,BZ
BZ,sptincj992,p90p100,1991,0.5541,BZ
BZ,sptincj992,p90p100,1992,0.5541,BZ
BZ,sptincj992,p90p100,1993,0.5541,BZ
BZ,sptincj992,p90p100,1994,0.5541,BZ
BZ,sptincj992,p90p100,1995,0.5541,BZ
BZ,sptincj992,p90p100,1996,0.5541,BZ
BZ,sptincj992,p90p100,1997,0.5541,BZ
BZ,sptincj992,p90p100,1998,0.5541,BZ
BZ,sptincj992,p90p100,1999,0.5541,BZ
BZ,sptincj992,p90p100,2000,0.5541,BZ
BZ,sptincj992,p90p100,2001,0.5641,BZ
BZ,sptincj992,p90p100,2002,0.5619000000000001,BZ
BZ,sptincj992,p90p100,2003,0.562,BZ
BZ,sptincj992,p90p100,2004,0.5588000000000001,BZ
BZ,sptincj992,p90p100,2005,0.5548000000000001,BZ
BZ,sptincj992,p90p100,2006,0.5516,BZ
BZ,sptincj992,p90p100,2007,0.5618000000000001,BZ
BZ,sptincj992,p90p100,2008,0.553,BZ
BZ,sptincj992,p90p100,2009,0.5446,BZ
BZ,sptincj992,p90p100,2010,0.5455,BZ
BZ,sptincj992,p90p100,2011,0.5384,BZ
BZ,sptincj992,p90p100,2012,0.5325,BZ
BZ,sptincj992,p90p100,2013,0.5398000000000001,BZ
BZ,sptincj992,p90p100,2014,0.5319,BZ
BZ,sptincj992,p90p100,2015,0.5282,BZ
BZ,sptincj992,p90p100,2016,0.5295,BZ
BZ,sptincj992,p90p100,2017,0.5299,BZ
BZ,sptincj992,p90p100,2018,0.5327000000000001,BZ
BZ,sptincj992,p90p100,2019,0.5258,BZ
BZ,sptincj992,p90p100,2020,0.5411,BZ
BZ,sptincj992,p90p100,2021,0.5304,BZ
